source_ip,destination_ip,source_port,destination_port,protocol,bytes,is_anomaly
87.118.63.147,158.104.37.62,49033,8451,TCP,304,0
74.24.141.42,189.225.132.144,33916,13321,UDP,191,1
230.49.224.173,98.1.207.178,11717,28511,TCP,1203,1
230.60.68.73,105.93.82.102,46706,24240,UDP,703,1
157.181.63.154,226.31.60.237,46930,52066,UDP,371,1
111.180.68.175,47.1.117.143,18164,63505,UDP,757,1
138.11.156.246,246.187.35.79,19270,63494,TCP,1010,1
222.92.210.19,207.148.1.85,55868,18216,UDP,744,1
44.186.145.96,38.92.216.54,53032,42556,UDP,333,0
241.69.3.27,133.137.213.125,40913,17107,UDP,42,1
38.15.163.200,30.138.220.176,32935,40087,TCP,937,1
145.99.190.19,15.142.86.225,30998,62337,TCP,1427,0
4.81.181.103,159.121.75.196,6793,18252,TCP,1290,0
95.54.73.115,97.215.177.96,6528,25274,UDP,1157,1
97.244.59.93,121.12.231.58,38934,15993,UDP,913,0
219.135.243.163,249.112.145.171,52005,7121,UDP,882,1
47.176.167.194,108.111.45.238,17934,44641,UDP,1145,1
191.117.233.178,45.248.147.157,51706,54269,TCP,996,1
111.117.100.77,12.149.210.182,56539,33473,UDP,908,1
187.132.191.110,43.179.123.185,13754,22616,TCP,1372,1
48.13.120.181,223.60.164.183,9949,18243,UDP,869,1
151.142.134.216,200.245.21.230,45172,44425,UDP,351,1
84.40.81.196,223.138.35.173,52561,45614,UDP,406,1
1.75.191.220,189.32.164.0,40512,35576,TCP,360,1
92.23.102.117,21.39.65.53,29464,420,TCP,241,1
148.185.127.232,255.115.177.80,60340,23931,TCP,532,0
30.180.58.35,255.236.139.35,14629,53338,UDP,897,1
21.73.179.218,244.107.75.164,1733,55668,TCP,774,0
141.203.107.35,93.100.54.197,23663,24385,UDP,1325,0
70.188.117.91,254.249.73.172,1355,42045,UDP,907,0
232.166.115.156,231.164.44.235,58599,35687,UDP,1429,0
156.38.132.255,114.112.203.209,1122,7425,TCP,1377,0
108.163.150.223,44.202.199.45,527,23262,UDP,425,1
113.88.75.191,198.33.33.134,63441,55327,UDP,805,1
5.195.19.47,65.150.131.54,30385,23313,UDP,721,0
237.19.87.10,186.210.78.91,56548,26121,TCP,836,1
222.98.212.44,226.72.41.39,51193,37046,TCP,496,0
10.9.103.33,154.181.4.166,10491,30926,UDP,71,1
225.29.187.32,222.33.203.175,40878,17496,TCP,1266,1
15.19.30.81,31.185.244.110,10237,41519,TCP,1197,0
229.57.170.42,128.224.248.76,63896,54942,UDP,815,0
134.156.207.164,94.246.19.201,19900,30781,UDP,1127,1
86.137.10.203,52.107.135.20,43240,34787,UDP,220,1
171.169.230.75,68.233.112.73,55007,49310,UDP,387,1
249.149.56.50,100.198.214.42,50531,12757,TCP,1470,0
47.204.154.80,250.235.116.13,32959,33103,UDP,22,0
77.59.59.147,126.60.44.221,55637,42979,UDP,676,1
229.198.251.154,188.86.155.10,40313,36335,TCP,695,0
69.146.57.200,165.97.2.89,38706,65223,UDP,1313,1
129.130.151.19,100.171.211.201,20850,63257,TCP,1366,0
94.118.250.88,80.115.171.99,10887,3168,TCP,776,0
148.26.228.213,44.180.88.56,31015,54874,UDP,540,0
25.240.227.46,20.8.197.113,17974,9153,UDP,1174,1
149.211.204.112,128.77.219.75,26713,54650,UDP,602,0
199.84.43.183,168.96.82.34,42563,58443,TCP,892,1
32.141.202.146,65.240.238.79,54789,19594,TCP,541,1
41.112.154.141,25.107.139.202,59031,13117,UDP,716,1
173.90.153.194,43.76.41.100,49735,25592,TCP,406,0
164.237.203.0,104.119.252.226,26973,44377,UDP,639,1
204.183.131.166,186.72.70.24,63951,16916,TCP,1445,0
58.158.53.245,181.204.74.77,50483,45506,UDP,592,1
73.238.47.64,45.101.242.186,5240,9818,UDP,398,1
33.243.44.74,217.77.143.171,45039,40258,TCP,1198,1
12.168.64.14,151.101.104.14,60462,10732,TCP,351,0
101.103.180.123,114.255.217.180,31828,57046,TCP,1495,0
187.0.111.151,42.189.249.218,50765,57564,UDP,323,1
253.180.76.62,173.117.64.166,60437,15331,TCP,1093,0
206.101.30.246,231.42.22.11,12132,11286,UDP,776,1
203.12.23.64,34.55.136.158,56822,13797,UDP,77,0
156.76.86.219,2.12.13.0,28264,33506,TCP,296,0
10.144.246.82,20.104.157.77,2554,57919,TCP,1361,0
102.201.193.25,147.140.48.236,28649,45463,TCP,610,1
106.72.25.206,208.176.214.80,52106,56765,UDP,333,0
152.104.225.39,58.216.33.62,52424,30870,TCP,571,0
238.187.120.32,204.44.177.74,28203,22010,TCP,135,1
133.139.195.110,214.192.110.99,64240,40846,UDP,603,0
244.80.54.80,210.12.253.153,30342,44975,TCP,1168,1
158.114.20.138,197.101.88.103,30058,64437,TCP,1362,1
223.236.78.120,14.166.13.190,24365,15482,UDP,72,1
1.58.95.28,225.168.214.128,1768,15420,UDP,1126,1
104.169.224.143,96.78.244.103,58712,57009,UDP,175,0
95.82.82.219,244.83.198.111,2762,41005,TCP,141,1
149.133.117.85,201.43.145.39,40133,14693,UDP,992,1
40.240.135.170,139.224.65.234,57559,7228,UDP,904,1
241.148.182.149,241.231.101.123,47271,7539,TCP,560,1
44.40.150.206,178.154.74.116,24818,41384,UDP,378,1
146.141.56.121,207.142.125.163,63272,17445,TCP,1042,1
83.110.128.57,190.179.47.92,2132,39657,UDP,1191,1
119.235.235.111,53.253.163.211,39018,27973,UDP,384,1
80.225.5.180,146.119.31.7,53857,47557,TCP,1123,0
13.7.227.113,6.25.197.234,21106,38525,TCP,264,0
82.244.180.45,137.45.215.47,20162,52615,TCP,10,0
80.89.37.80,245.167.254.36,63654,53516,TCP,883,0
32.0.12.90,99.103.155.39,23029,22143,TCP,356,0
114.194.126.92,142.212.111.192,35017,15496,TCP,272,1
186.17.68.91,159.60.47.113,10026,35395,TCP,1379,1
243.187.70.62,35.152.252.47,301,64168,UDP,125,0
98.150.252.12,0.133.122.38,63337,4311,UDP,777,1
169.198.11.120,64.104.235.6,28319,12929,TCP,688,1
204.222.4.40,204.239.77.168,63316,37905,TCP,917,0
79.118.224.6,63.185.7.150,63692,27490,UDP,470,1
235.9.154.198,39.34.7.102,31346,40233,UDP,1032,0
238.144.0.155,213.119.238.123,37436,43472,UDP,1148,0
189.57.126.117,115.216.51.89,55315,42012,TCP,628,1
36.134.227.238,69.233.148.136,42566,34803,UDP,55,1
162.234.219.243,242.40.44.134,15151,51894,UDP,330,0
145.137.247.187,150.5.250.135,16769,57149,UDP,484,1
186.68.231.164,197.249.122.22,47278,36927,UDP,951,0
8.214.36.116,207.182.55.70,37211,26088,UDP,799,0
58.172.150.5,38.220.184.195,41186,26269,TCP,467,1
81.23.167.129,150.184.204.122,46690,4429,TCP,489,0
4.89.209.175,254.67.166.55,52130,29439,UDP,399,0
214.250.7.167,204.29.96.200,56600,36330,TCP,997,0
178.189.105.38,1.226.184.144,49,23969,UDP,1484,1
205.45.138.207,230.49.117.214,41049,25892,UDP,922,0
47.137.141.168,178.239.209.83,28319,32512,TCP,582,1
171.27.125.53,106.104.113.54,34063,37569,UDP,738,1
185.37.78.237,38.242.39.37,55893,12209,UDP,473,0
143.46.192.163,42.239.12.47,47857,40642,TCP,461,0
46.146.243.49,196.79.25.101,7272,12759,TCP,855,1
77.222.151.91,92.126.118.142,64676,44251,TCP,1073,0
82.228.116.186,11.6.66.239,7540,28934,UDP,1227,1
199.8.115.112,58.114.182.254,64463,10519,UDP,1291,0
204.56.5.6,67.4.64.219,811,34776,UDP,89,0
32.156.97.61,236.124.13.45,4822,14930,TCP,475,0
121.117.155.139,236.133.201.148,64216,15826,TCP,1065,0
142.205.49.89,192.205.50.7,44238,51382,UDP,1147,0
176.117.137.48,192.254.6.202,26500,17621,TCP,492,0
144.195.62.82,20.146.119.139,29222,43590,TCP,918,0
39.47.139.41,119.15.34.194,45121,17286,UDP,886,0
3.20.73.232,144.124.30.188,12029,59751,UDP,899,1
29.180.141.166,183.108.179.83,13918,44202,UDP,271,1
106.242.122.66,80.137.195.255,25935,49324,UDP,314,1
126.166.163.12,159.28.160.8,31084,61511,TCP,147,1
21.83.204.182,205.230.187.244,36932,57593,TCP,76,1
40.62.7.251,53.138.5.44,54347,2630,TCP,480,0
243.229.233.231,161.54.247.130,55765,38757,UDP,1276,0
4.27.41.104,56.204.5.15,49457,28068,UDP,591,1
110.151.164.36,95.236.67.203,26143,57521,UDP,1308,0
148.57.143.59,72.23.224.71,37091,23434,UDP,802,0
131.163.179.79,27.182.139.228,52410,64871,UDP,240,0
117.84.103.132,183.24.207.123,25728,29790,TCP,501,0
154.131.152.209,136.235.41.180,26239,50543,TCP,986,1
168.125.168.133,33.207.85.75,50667,53157,UDP,1362,0
13.79.135.231,165.169.102.138,8026,28356,TCP,1204,0
0.147.98.200,221.13.193.166,43470,46081,UDP,1453,0
206.0.72.164,180.162.185.160,22384,53296,UDP,722,0
15.102.164.244,197.22.42.80,55650,25084,TCP,488,1
88.172.160.56,49.29.59.43,57111,8885,TCP,358,0
117.101.171.240,63.129.155.16,42086,1653,UDP,292,0
228.106.10.166,165.240.47.251,9969,61664,TCP,1019,1
83.100.50.82,174.164.183.167,1579,26728,UDP,492,0
244.140.190.39,239.156.236.235,45268,14050,TCP,243,1
83.246.143.178,50.186.72.218,45994,54826,TCP,1419,0
171.60.51.158,241.70.187.81,37047,40114,TCP,1369,1
185.166.119.140,14.135.214.138,32975,36456,UDP,1057,0
10.179.28.131,249.79.26.207,41278,64475,UDP,1208,0
215.255.8.95,95.234.20.253,38441,51699,UDP,166,1
29.107.116.199,57.40.149.52,49993,47498,UDP,527,1
96.5.25.122,121.177.32.56,63427,20168,TCP,680,1
114.157.148.167,99.218.108.9,26293,14598,TCP,171,0
174.151.43.247,183.76.221.76,43832,41048,UDP,921,0
32.17.53.100,18.253.242.242,21863,54844,TCP,197,0
190.140.73.35,101.222.206.16,14563,29340,TCP,405,1
71.141.57.141,43.1.244.196,55710,20703,TCP,382,0
156.36.130.15,47.164.153.54,23619,64657,TCP,144,1
202.105.208.38,240.195.123.54,15233,49902,TCP,645,0
6.152.8.162,171.113.164.60,32155,26807,TCP,504,1
236.53.149.55,211.116.22.93,44414,11768,UDP,1179,0
150.0.35.60,28.145.8.187,3724,27558,TCP,1154,1
188.248.216.60,29.16.158.185,21914,59880,TCP,413,1
29.195.72.163,11.132.86.254,30347,39966,TCP,1074,1
21.174.241.85,58.245.108.68,41437,75,UDP,1464,1
198.145.161.108,11.175.29.42,13350,24595,UDP,763,1
32.129.54.33,32.254.240.158,44520,30488,UDP,297,1
59.150.114.234,165.42.154.46,36815,54691,UDP,78,0
19.115.212.173,227.151.193.210,43615,20255,TCP,1117,0
169.132.242.207,165.209.250.93,43428,22740,UDP,1290,1
174.119.119.85,177.242.94.160,30383,12304,UDP,113,0
167.16.48.80,33.53.184.207,37512,24578,TCP,388,0
38.213.150.29,7.229.34.236,65485,6430,TCP,259,0
184.71.121.142,198.75.171.26,22857,65487,TCP,669,0
123.224.138.136,196.234.25.108,53232,45745,UDP,28,1
46.190.14.113,216.39.118.216,32960,63026,UDP,940,0
20.117.177.108,183.191.110.68,35073,9702,TCP,177,0
26.130.29.212,146.102.200.126,54939,15675,TCP,843,0
28.39.91.1,34.59.148.166,3195,1228,TCP,892,1
221.73.56.232,25.39.200.38,40322,10241,TCP,291,0
190.53.95.7,114.99.49.45,41042,3551,UDP,975,0
140.33.19.58,37.243.56.184,43032,50832,TCP,1404,0
106.72.0.248,53.11.103.232,35320,14470,TCP,36,0
131.255.172.195,35.107.243.8,28122,16327,TCP,1209,1
188.237.199.46,82.67.18.197,56942,3583,TCP,728,0
22.64.77.108,66.147.249.157,9752,58535,TCP,42,0
255.4.106.128,72.108.94.13,58404,36578,UDP,1140,0
254.106.214.7,210.117.161.233,2577,27809,UDP,352,0
68.235.186.45,246.187.236.146,57771,4108,TCP,650,0
19.52.192.136,56.79.97.154,33406,53128,TCP,614,1
186.207.113.70,1.61.160.26,18710,8974,UDP,899,1
13.91.219.126,192.44.97.60,51302,50308,TCP,207,1
66.84.176.121,95.64.53.4,11402,10916,TCP,635,1
157.59.19.150,152.33.239.6,58269,61234,UDP,343,0
66.169.63.102,16.205.114.174,64236,24908,TCP,1437,0
222.170.117.119,5.43.52.18,21403,52456,UDP,931,0
212.166.145.178,246.203.225.217,43340,61491,TCP,921,1
62.192.176.56,14.158.114.40,50154,36160,UDP,586,1
247.78.5.2,138.24.144.26,48742,28393,UDP,401,1
204.147.175.223,181.163.138.44,27359,891,TCP,1230,0
172.171.227.104,45.220.148.187,44992,39893,TCP,532,1
69.17.34.86,147.170.85.96,52477,62506,TCP,960,1
61.233.118.246,3.116.48.87,53491,12243,UDP,18,0
141.162.119.71,166.239.197.16,45692,49500,UDP,1289,1
190.180.115.96,230.211.96.248,45455,31401,TCP,1114,0
111.67.1.216,162.191.171.1,63076,31647,UDP,419,0
193.94.143.13,186.29.153.154,48367,19679,UDP,946,0
130.19.105.204,99.255.232.125,54265,37622,TCP,1391,1
206.134.77.136,70.104.52.160,40816,45102,UDP,1429,0
38.95.119.13,2.113.121.209,50990,34721,UDP,934,0
0.149.246.66,10.68.50.5,35313,60833,UDP,86,1
22.121.83.241,223.104.178.244,3429,1132,UDP,1094,0
233.248.173.50,143.151.164.212,44959,53795,UDP,1041,1
226.125.196.211,132.130.255.236,61556,23276,UDP,1248,0
25.139.210.204,117.84.235.69,36007,60490,UDP,1294,1
125.134.244.99,242.145.207.197,18036,12913,TCP,706,1
1.0.130.145,254.104.146.52,2337,47045,TCP,957,1
71.89.49.164,226.42.120.107,63373,24371,TCP,894,0
69.169.155.63,205.179.113.72,31164,15706,TCP,1193,0
2.193.141.220,239.243.0.131,49693,53244,TCP,187,0
24.75.142.184,145.150.154.79,34132,53434,UDP,972,1
212.119.190.213,251.178.216.245,63912,7003,UDP,38,1
152.236.93.36,214.4.164.176,11180,45261,UDP,348,1
246.28.78.216,220.89.107.212,44199,12290,UDP,619,1
106.229.39.234,138.148.71.164,48499,7139,UDP,808,0
251.18.0.97,9.148.193.125,33907,28938,TCP,996,0
147.12.145.115,148.172.239.192,47768,42305,UDP,271,0
133.183.11.5,205.65.246.197,58399,50229,TCP,1309,1
214.255.65.13,24.72.171.114,17352,18405,UDP,1410,0
118.185.20.117,77.115.236.136,42166,57506,UDP,810,1
169.140.95.78,228.54.169.68,53311,15745,UDP,1439,0
182.129.63.68,9.245.78.87,4673,37121,UDP,1321,1
149.138.148.24,25.42.17.3,4921,518,TCP,459,1
204.233.186.157,189.83.185.57,19352,48504,TCP,900,0
30.229.126.242,92.174.111.138,35908,23468,TCP,686,1
56.224.164.218,162.147.239.24,24764,53954,UDP,230,1
154.239.195.234,19.188.178.160,21664,27412,UDP,1099,1
100.118.64.118,79.90.202.92,47878,45314,UDP,1409,1
85.11.138.130,170.104.55.92,63735,904,UDP,1445,1
248.95.160.144,164.52.189.85,38305,55423,TCP,920,0
43.144.129.152,85.186.101.249,53184,8316,UDP,291,0
210.227.196.107,253.226.96.118,13891,58471,UDP,339,1
190.249.51.29,98.123.168.229,1134,26306,UDP,921,1
179.144.13.175,229.80.166.159,44236,63972,UDP,7,0
127.103.167.51,85.144.141.49,45878,7347,UDP,623,1
225.121.20.77,234.5.183.128,61493,669,TCP,701,0
78.25.193.64,135.36.195.104,25885,5953,TCP,861,1
223.113.26.124,74.237.193.241,53511,27742,UDP,487,0
201.208.70.151,111.20.224.108,43442,26262,TCP,479,1
87.170.14.254,71.94.49.223,50074,32962,TCP,656,1
59.153.50.36,58.125.213.111,20690,57120,TCP,624,1
111.248.106.249,77.6.211.4,29712,7879,UDP,1401,0
60.185.105.197,53.80.114.242,23320,29068,TCP,1096,1
104.30.15.155,19.215.12.40,50164,48399,TCP,64,0
228.150.168.128,251.236.240.205,33992,26,TCP,1308,0
21.225.103.182,192.201.10.46,29135,57137,UDP,1419,1
206.208.229.148,215.13.0.38,9178,39541,UDP,1069,0
158.55.59.166,227.190.141.21,5461,65487,TCP,980,1
166.192.206.53,120.168.20.240,28881,25320,TCP,546,1
89.95.237.160,138.32.98.237,591,40616,UDP,153,1
117.228.227.6,254.121.142.28,53570,45710,UDP,878,1
209.47.154.208,22.76.43.104,45891,19716,UDP,488,1
68.226.163.9,1.12.205.84,23810,15273,UDP,1302,0
15.51.192.184,113.214.216.15,9769,36705,TCP,611,0
95.47.90.44,110.109.201.180,968,32777,TCP,1142,0
78.155.64.173,219.94.205.221,61422,64222,TCP,966,0
176.219.118.178,120.251.170.26,26665,58098,TCP,463,1
82.217.171.75,41.15.179.241,60909,56560,TCP,195,0
128.39.112.63,103.18.87.30,13024,60542,TCP,1144,0
235.53.76.211,225.207.56.133,14023,6748,UDP,213,0
8.18.146.154,4.55.155.127,60687,37543,UDP,1267,0
25.174.122.231,126.183.86.218,275,21546,TCP,85,0
131.251.57.49,9.21.192.88,27000,49564,TCP,1334,0
135.4.168.82,115.59.183.49,29456,58719,UDP,901,1
137.154.188.183,84.220.219.163,13201,60550,UDP,1259,0
162.123.165.249,107.159.245.87,30301,61221,TCP,1090,0
112.106.81.43,235.131.37.81,59329,36487,UDP,386,1
85.120.11.133,221.157.39.200,17615,22369,UDP,847,1
194.131.174.162,46.223.24.26,31355,26520,TCP,1451,0
220.29.67.0,178.79.144.187,55978,48986,UDP,760,1
157.131.196.81,33.156.241.171,54796,46124,TCP,973,1
202.225.147.33,22.18.120.41,17847,14816,TCP,671,1
254.250.133.122,8.45.109.175,37153,49634,UDP,115,1
220.97.92.247,157.0.34.200,34143,3558,TCP,189,1
122.77.239.212,91.207.19.216,48683,26161,UDP,32,0
156.235.187.168,142.163.224.178,50022,33610,UDP,821,1
216.231.230.34,136.62.14.81,45068,18809,UDP,654,0
5.190.174.120,241.193.40.32,64049,46521,UDP,1410,0
237.220.181.180,174.174.27.164,16647,60430,UDP,221,1
228.6.136.68,200.246.191.60,56427,45083,TCP,1034,0
126.82.9.136,131.86.61.151,44910,58497,TCP,607,0
192.203.22.95,80.152.48.1,17352,9211,UDP,1354,0
126.194.74.99,118.252.109.202,65112,44476,UDP,338,1
180.74.118.109,38.27.156.102,43599,64385,TCP,316,1
132.141.82.9,214.193.238.132,49978,8523,UDP,1423,1
162.114.5.124,24.122.66.125,39168,50345,UDP,220,1
110.205.167.188,80.163.159.30,19595,47055,TCP,937,0
165.101.35.139,78.32.55.137,61198,62471,UDP,72,0
254.46.50.213,45.9.31.123,55494,39756,UDP,392,0
196.39.168.177,169.124.86.150,27012,61453,TCP,1403,0
175.82.75.57,202.209.167.89,62130,23888,TCP,1297,1
28.39.13.170,253.182.223.146,27269,57718,TCP,9,1
215.40.27.105,165.92.65.32,5542,13901,TCP,499,1
15.92.249.152,248.84.250.22,60666,24717,UDP,352,1
105.189.39.178,222.29.68.10,2731,34976,UDP,752,1
169.32.89.178,22.233.142.192,63863,17460,TCP,529,1
173.175.66.33,219.175.217.210,36568,57947,UDP,1297,0
232.60.235.242,244.81.150.88,44387,43764,UDP,495,0
113.162.112.231,213.63.244.151,43851,63137,UDP,1120,0
36.205.173.1,198.217.100.227,25476,33485,UDP,849,1
134.218.213.225,21.72.120.158,42804,37636,UDP,239,0
246.163.170.145,72.151.226.67,22424,15744,UDP,1026,0
148.130.30.125,100.88.217.157,34605,22041,UDP,1039,1
182.132.129.116,85.33.96.121,25512,4900,TCP,924,0
199.152.123.9,122.120.160.102,8058,41035,UDP,608,0
237.150.243.243,106.11.148.194,19991,26795,TCP,696,0
61.40.4.124,3.127.88.175,16407,36748,UDP,1336,1
65.141.155.184,182.26.188.56,37673,55590,UDP,236,1
101.184.158.231,243.70.186.207,52290,50229,UDP,1183,1
54.135.231.105,152.89.151.104,61774,8614,TCP,929,0
204.182.250.118,59.62.185.126,34072,36373,TCP,355,1
152.226.42.88,223.46.115.50,64526,47226,UDP,691,1
200.13.120.57,240.154.47.19,7064,45817,UDP,1381,0
87.179.239.161,182.252.55.70,54853,62267,UDP,549,1
187.248.107.238,75.20.52.19,7164,15806,TCP,1093,0
10.86.190.185,196.185.189.147,46181,29068,TCP,971,1
74.43.205.245,140.221.108.97,12220,65032,TCP,448,0
36.68.47.15,79.102.129.253,55094,60965,TCP,782,1
207.181.226.46,236.209.44.48,25483,59048,TCP,565,1
185.0.131.212,95.184.174.44,18999,38971,TCP,778,0
107.109.207.33,112.180.77.254,4472,23410,UDP,891,1
218.223.126.213,100.116.70.126,31571,20420,UDP,727,0
110.151.250.245,49.157.138.80,13399,28394,TCP,1263,0
185.129.127.150,23.138.28.190,22032,45940,UDP,18,1
137.198.79.9,193.91.234.208,21914,35779,UDP,896,1
190.213.30.19,196.188.161.188,39748,48338,UDP,1308,1
102.72.10.174,104.147.229.126,56574,38189,UDP,546,1
67.235.201.147,252.77.117.120,59620,46444,TCP,1055,1
203.85.182.65,21.20.146.249,54676,30694,TCP,772,1
78.197.131.226,221.77.157.224,64362,15301,UDP,564,0
85.33.243.29,196.75.76.66,37781,20212,UDP,286,0
148.166.77.132,245.150.80.233,32515,31698,TCP,1026,1
3.55.222.114,31.48.157.71,1213,9232,TCP,415,0
44.47.105.19,74.133.43.157,57685,3455,UDP,238,1
151.235.121.34,137.69.21.199,37329,36344,UDP,282,1
11.197.165.191,157.206.73.104,25783,16528,TCP,717,1
197.46.80.193,6.217.159.24,7699,25168,UDP,892,1
193.42.104.254,203.166.120.107,9240,53464,TCP,947,0
218.28.88.143,126.61.149.47,15956,42088,UDP,212,1
248.248.92.90,138.9.40.82,14397,58142,UDP,808,1
31.160.248.216,131.72.123.210,17820,36233,TCP,597,1
237.81.126.236,28.241.195.124,26115,6077,UDP,951,0
129.7.64.72,219.204.29.184,64467,63272,TCP,1438,1
238.208.113.140,110.108.129.89,45266,21896,TCP,710,0
65.9.116.82,145.46.1.212,5644,12288,UDP,801,1
69.130.254.185,201.232.30.67,29145,46444,UDP,1329,0
39.244.16.123,97.203.77.221,33212,64426,UDP,444,0
61.42.90.161,47.8.196.11,60070,23210,TCP,1008,1
68.140.79.26,6.79.253.197,34507,6061,TCP,131,0
253.69.134.147,110.156.159.1,23649,39669,TCP,221,0
228.137.200.51,30.66.192.254,45954,61807,TCP,451,1
122.69.176.73,29.204.145.58,10960,59026,TCP,839,0
234.191.255.96,207.242.5.0,13744,35545,TCP,1362,0
61.49.151.111,210.146.126.101,7020,11477,TCP,1234,0
124.239.45.164,219.201.91.13,57496,26736,TCP,209,1
204.54.202.221,7.31.124.43,7425,4768,TCP,328,0
176.14.151.189,66.120.195.86,664,29315,UDP,980,0
186.216.147.60,111.148.49.7,12607,41793,UDP,1229,1
1.132.11.115,110.42.101.27,59338,30171,UDP,638,0
105.46.20.200,5.250.96.203,49496,50212,TCP,472,1
201.173.226.32,143.243.228.165,62491,4254,TCP,870,1
149.185.252.165,120.220.148.64,15061,61596,TCP,1352,0
161.44.60.104,212.75.209.107,61298,4681,TCP,1320,1
130.228.111.172,73.82.94.196,46851,31683,UDP,1113,1
111.111.174.23,183.222.240.183,6791,56813,UDP,146,1
249.113.194.34,240.220.68.95,50002,1522,TCP,33,1
42.224.223.26,143.252.246.106,54265,63071,UDP,1308,1
56.119.180.149,4.101.244.48,43458,47128,UDP,728,0
231.30.249.28,62.196.184.237,40141,32115,UDP,121,1
35.125.128.81,47.121.56.178,40464,63345,TCP,851,1
94.132.238.146,41.36.99.38,62117,14383,UDP,1316,1
75.199.211.238,206.4.245.5,9617,54654,TCP,644,0
205.55.2.198,22.137.130.196,44148,25816,TCP,1295,0
85.77.121.3,32.204.212.59,54877,25569,TCP,1331,0
93.105.39.213,5.161.51.156,21729,51220,UDP,470,1
40.88.233.4,107.16.100.220,46001,39043,TCP,444,1
126.237.238.104,160.78.162.155,57146,61490,TCP,999,1
176.76.164.83,23.49.135.97,28441,27801,UDP,241,1
181.116.174.152,104.118.163.144,49497,1097,TCP,1409,1
49.206.39.79,227.61.204.134,33212,63242,UDP,791,1
95.221.18.211,20.157.87.254,16124,635,UDP,719,1
200.167.29.0,4.135.212.124,30989,25112,UDP,124,0
196.88.79.255,210.17.230.67,12348,18765,TCP,748,1
226.115.52.246,115.148.25.27,62965,57420,TCP,169,0
122.182.3.209,0.96.121.90,6702,62681,UDP,512,0
237.52.200.219,168.231.13.202,41564,27461,UDP,593,1
74.31.56.51,145.159.75.204,15830,31967,UDP,1198,1
13.51.9.206,131.227.20.85,11265,21297,TCP,17,0
218.10.59.127,61.248.186.136,34110,63307,UDP,1339,0
152.107.144.223,207.93.27.43,12364,22239,UDP,1149,0
176.7.224.120,248.198.41.214,11689,9195,TCP,871,1
62.150.247.23,40.42.24.168,25445,57474,TCP,148,1
10.123.31.227,116.150.39.54,5180,10198,UDP,198,1
51.151.193.81,26.156.96.169,30507,44895,TCP,1149,1
7.203.44.131,78.84.97.105,26807,54822,UDP,232,1
103.102.28.78,223.64.207.229,8142,20243,TCP,236,0
19.66.73.10,230.78.136.238,21350,5098,UDP,832,0
201.250.226.15,168.217.30.168,57059,843,TCP,893,0
209.164.37.44,158.39.54.76,38656,44806,TCP,390,1
77.103.66.73,199.97.195.251,20478,8854,TCP,951,0
243.85.66.212,22.134.246.84,45893,52628,UDP,1118,1
12.78.185.22,18.18.3.5,59406,7121,TCP,571,1
38.209.52.70,201.47.214.150,39054,53432,TCP,1152,1
48.128.143.19,149.113.199.27,50911,57099,TCP,859,0
40.244.226.10,173.48.157.13,676,12893,UDP,770,0
168.7.110.74,168.27.166.77,18056,65139,TCP,985,1
81.188.85.7,198.79.188.21,3941,36689,TCP,396,1
66.84.159.49,194.159.31.21,33364,50850,UDP,1400,1
240.56.112.163,173.63.178.111,4443,34289,TCP,569,1
210.212.114.181,15.185.48.198,58306,25052,UDP,27,1
87.242.10.218,90.12.45.146,53599,49237,TCP,1015,1
234.113.160.102,43.156.94.227,34019,11016,TCP,1356,1
110.223.96.102,190.86.49.108,28035,24991,TCP,1381,0
26.6.170.248,162.189.114.25,2519,47715,UDP,228,0
215.42.32.14,238.178.169.193,61805,17854,TCP,711,0
45.243.48.248,216.34.83.165,64557,691,UDP,732,0
101.134.53.91,194.191.168.156,18993,63993,UDP,1344,0
215.181.235.187,234.48.94.14,40537,52244,UDP,701,1
164.142.203.213,110.233.162.49,40496,51733,TCP,288,1
163.190.11.86,190.140.40.34,32618,32637,UDP,1201,0
253.154.74.236,73.33.68.58,21971,35646,TCP,1132,0
80.113.152.245,202.110.199.144,21810,63895,UDP,12,0
192.118.64.77,185.141.67.153,23180,51154,UDP,1265,1
103.184.238.49,169.223.14.228,16462,56745,UDP,779,1
187.122.12.197,159.18.222.73,14900,58919,UDP,131,0
73.168.122.182,145.89.20.154,4966,22790,UDP,411,0
61.81.194.78,198.230.106.171,10730,63555,UDP,313,0
83.211.84.185,216.115.173.161,64753,45998,TCP,354,0
20.73.89.52,203.15.27.111,9423,18815,UDP,1051,1
212.41.154.185,158.228.241.182,36410,45624,UDP,1159,0
204.13.191.246,69.107.111.136,31327,29612,UDP,1263,1
192.124.238.20,9.1.60.199,44093,17050,UDP,1469,0
89.122.55.66,76.132.151.197,26946,30896,UDP,776,1
148.84.125.70,222.4.212.83,25524,65276,TCP,887,0
82.151.124.11,230.177.150.225,21382,47832,TCP,719,1
104.144.122.183,241.31.218.36,42747,40818,TCP,561,1
254.101.32.121,144.81.253.20,27744,33416,TCP,929,1
83.33.7.137,209.29.161.133,1320,45083,TCP,906,1
96.162.114.223,30.6.13.199,51430,19984,TCP,1424,0
121.3.216.54,12.140.21.214,43961,15810,UDP,186,0
89.119.63.35,219.103.233.171,10483,24692,TCP,34,0
132.241.51.148,174.1.60.157,36630,58069,UDP,799,0
251.94.92.4,130.57.206.53,45676,5580,TCP,880,1
